2026-06-10 15:05:00,216 | INFO     | run_experiment:254 | Starting experiment: llm-explanation-agreement-study v1.0
2026-06-10 15:05:05,493 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0095: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,494 | INFO     | run_experiment:319 | Processing sst2_validation_0096 (97/200)
2026-06-10 15:05:05,494 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0096: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,494 | INFO     | run_experiment:319 | Processing sst2_validation_0097 (98/200)
2026-06-10 15:05:05,494 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0097: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,494 | INFO     | run_experiment:319 | Processing sst2_validation_0098 (99/200)
2026-06-10 15:05:05,494 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0098: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,494 | INFO     | run_experiment:319 | Processing sst2_validation_0099 (100/200)
2026-06-10 15:05:05,494 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0099: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,495 | INFO     | run_experiment:319 | Processing sst2_validation_0100 (101/200)
2026-06-10 15:05:05,495 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0100: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,495 | INFO     | run_experiment:319 | Processing sst2_validation_0101 (102/200)
2026-06-10 15:05:05,495 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0101: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,495 | INFO     | run_experiment:319 | Processing sst2_validation_0102 (103/200)
2026-06-10 15:05:05,495 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0102: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,496 | INFO     | run_experiment:319 | Processing sst2_validation_0103 (104/200)
2026-06-10 15:05:05,496 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0103: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,496 | INFO     | run_experiment:319 | Processing sst2_validation_0104 (105/200)
2026-06-10 15:05:05,496 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0104: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,496 | INFO     | run_experiment:319 | Processing sst2_validation_0105 (106/200)
2026-06-10 15:05:05,496 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0105: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,496 | INFO     | run_experiment:319 | Processing sst2_validation_0106 (107/200)
2026-06-10 15:05:05,496 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0106: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,497 | INFO     | run_experiment:319 | Processing sst2_validation_0107 (108/200)
2026-06-10 15:05:05,497 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0107: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,497 | INFO     | run_experiment:319 | Processing sst2_validation_0108 (109/200)
2026-06-10 15:05:05,497 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0108: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,497 | INFO     | run_experiment:319 | Processing sst2_validation_0109 (110/200)
2026-06-10 15:05:05,497 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0109: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,497 | INFO     | run_experiment:319 | Processing sst2_validation_0110 (111/200)
2026-06-10 15:05:05,498 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0110: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,498 | INFO     | run_experiment:319 | Processing sst2_validation_0111 (112/200)
2026-06-10 15:05:05,498 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0111: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,498 | INFO     | run_experiment:319 | Processing sst2_validation_0112 (113/200)
2026-06-10 15:05:05,498 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0112: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,498 | INFO     | run_experiment:319 | Processing sst2_validation_0113 (114/200)
2026-06-10 15:05:05,498 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0113: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,498 | INFO     | run_experiment:319 | Processing sst2_validation_0114 (115/200)
2026-06-10 15:05:05,498 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0114: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,498 | INFO     | run_experiment:319 | Processing sst2_validation_0115 (116/200)
2026-06-10 15:05:05,499 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0115: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,499 | INFO     | run_experiment:319 | Processing sst2_validation_0116 (117/200)
2026-06-10 15:05:05,499 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0116: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,499 | INFO     | run_experiment:319 | Processing sst2_validation_0117 (118/200)
2026-06-10 15:05:05,499 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0117: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,499 | INFO     | run_experiment:319 | Processing sst2_validation_0118 (119/200)
2026-06-10 15:05:05,499 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0118: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,499 | INFO     | run_experiment:319 | Processing sst2_validation_0119 (120/200)
2026-06-10 15:05:05,499 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0119: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,499 | INFO     | run_experiment:319 | Processing sst2_validation_0120 (121/200)
2026-06-10 15:05:05,499 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0120: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,500 | INFO     | run_experiment:319 | Processing sst2_validation_0121 (122/200)
2026-06-10 15:05:05,500 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0121: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,500 | INFO     | run_experiment:319 | Processing sst2_validation_0122 (123/200)
2026-06-10 15:05:05,500 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0122: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,500 | INFO     | run_experiment:319 | Processing sst2_validation_0123 (124/200)
2026-06-10 15:05:05,500 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0123: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,500 | INFO     | run_experiment:319 | Processing sst2_validation_0124 (125/200)
2026-06-10 15:05:05,500 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0124: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,501 | INFO     | run_experiment:319 | Processing sst2_validation_0125 (126/200)
2026-06-10 15:05:05,501 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0125: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,501 | INFO     | run_experiment:319 | Processing sst2_validation_0126 (127/200)
2026-06-10 15:05:05,501 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0126: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,501 | INFO     | run_experiment:319 | Processing sst2_validation_0127 (128/200)
2026-06-10 15:05:05,501 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0127: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,501 | INFO     | run_experiment:319 | Processing sst2_validation_0128 (129/200)
2026-06-10 15:05:05,502 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0128: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,502 | INFO     | run_experiment:319 | Processing sst2_validation_0129 (130/200)
2026-06-10 15:05:05,502 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0129: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,502 | INFO     | run_experiment:319 | Processing sst2_validation_0130 (131/200)
2026-06-10 15:05:05,502 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0130: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,502 | INFO     | run_experiment:319 | Processing sst2_validation_0131 (132/200)
2026-06-10 15:05:05,502 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0131: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,502 | INFO     | run_experiment:319 | Processing sst2_validation_0132 (133/200)
2026-06-10 15:05:05,502 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0132: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,502 | INFO     | run_experiment:319 | Processing sst2_validation_0133 (134/200)
2026-06-10 15:05:05,502 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0133: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,502 | INFO     | run_experiment:319 | Processing sst2_validation_0134 (135/200)
2026-06-10 15:05:05,503 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0134: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,503 | INFO     | run_experiment:319 | Processing sst2_validation_0135 (136/200)
2026-06-10 15:05:05,503 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0135: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,503 | INFO     | run_experiment:319 | Processing sst2_validation_0136 (137/200)
2026-06-10 15:05:05,503 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0136: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,503 | INFO     | run_experiment:319 | Processing sst2_validation_0137 (138/200)
2026-06-10 15:05:05,503 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0137: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,503 | INFO     | run_experiment:319 | Processing sst2_validation_0138 (139/200)
2026-06-10 15:05:05,503 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0138: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,503 | INFO     | run_experiment:319 | Processing sst2_validation_0139 (140/200)
2026-06-10 15:05:05,503 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0139: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,503 | INFO     | run_experiment:319 | Processing sst2_validation_0140 (141/200)
2026-06-10 15:05:05,503 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0140: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,503 | INFO     | run_experiment:319 | Processing sst2_validation_0141 (142/200)
2026-06-10 15:05:05,503 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0141: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,504 | INFO     | run_experiment:319 | Processing sst2_validation_0142 (143/200)
2026-06-10 15:05:05,504 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0142: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,504 | INFO     | run_experiment:319 | Processing sst2_validation_0143 (144/200)
2026-06-10 15:05:05,504 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0143: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,504 | INFO     | run_experiment:319 | Processing sst2_validation_0144 (145/200)
2026-06-10 15:05:05,504 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0144: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,504 | INFO     | run_experiment:319 | Processing sst2_validation_0145 (146/200)
2026-06-10 15:05:05,504 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0145: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,504 | INFO     | run_experiment:319 | Processing sst2_validation_0146 (147/200)
2026-06-10 15:05:05,505 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0146: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,505 | INFO     | run_experiment:319 | Processing sst2_validation_0147 (148/200)
2026-06-10 15:05:05,505 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0147: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,505 | INFO     | run_experiment:319 | Processing sst2_validation_0148 (149/200)
2026-06-10 15:05:05,505 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0148: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,505 | INFO     | run_experiment:319 | Processing sst2_validation_0149 (150/200)
2026-06-10 15:05:05,505 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0149: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,505 | INFO     | run_experiment:319 | Processing sst2_validation_0150 (151/200)
2026-06-10 15:05:05,505 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0150: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,505 | INFO     | run_experiment:319 | Processing sst2_validation_0151 (152/200)
2026-06-10 15:05:05,506 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0151: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,506 | INFO     | run_experiment:319 | Processing sst2_validation_0152 (153/200)
2026-06-10 15:05:05,506 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0152: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,506 | INFO     | run_experiment:319 | Processing sst2_validation_0153 (154/200)
2026-06-10 15:05:05,506 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0153: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,506 | INFO     | run_experiment:319 | Processing sst2_validation_0154 (155/200)
2026-06-10 15:05:05,506 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0154: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,506 | INFO     | run_experiment:319 | Processing sst2_validation_0155 (156/200)
2026-06-10 15:05:05,506 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0155: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,507 | INFO     | run_experiment:319 | Processing sst2_validation_0156 (157/200)
2026-06-10 15:05:05,507 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0156: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,507 | INFO     | run_experiment:319 | Processing sst2_validation_0157 (158/200)
2026-06-10 15:05:05,507 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0157: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,507 | INFO     | run_experiment:319 | Processing sst2_validation_0158 (159/200)
2026-06-10 15:05:05,507 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0158: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,507 | INFO     | run_experiment:319 | Processing sst2_validation_0159 (160/200)
2026-06-10 15:05:05,507 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0159: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,507 | INFO     | run_experiment:319 | Processing sst2_validation_0160 (161/200)
2026-06-10 15:05:05,507 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0160: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,507 | INFO     | run_experiment:319 | Processing sst2_validation_0161 (162/200)
2026-06-10 15:05:05,508 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0161: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,508 | INFO     | run_experiment:319 | Processing sst2_validation_0162 (163/200)
2026-06-10 15:05:05,508 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0162: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,508 | INFO     | run_experiment:319 | Processing sst2_validation_0163 (164/200)
2026-06-10 15:05:05,508 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0163: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,508 | INFO     | run_experiment:319 | Processing sst2_validation_0164 (165/200)
2026-06-10 15:05:05,508 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0164: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,508 | INFO     | run_experiment:319 | Processing sst2_validation_0165 (166/200)
2026-06-10 15:05:05,508 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0165: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,509 | INFO     | run_experiment:319 | Processing sst2_validation_0166 (167/200)
2026-06-10 15:05:05,509 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0166: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,509 | INFO     | run_experiment:319 | Processing sst2_validation_0167 (168/200)
2026-06-10 15:05:05,509 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0167: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,509 | INFO     | run_experiment:319 | Processing sst2_validation_0168 (169/200)
2026-06-10 15:05:05,509 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0168: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,509 | INFO     | run_experiment:319 | Processing sst2_validation_0169 (170/200)
2026-06-10 15:05:05,509 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0169: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,509 | INFO     | run_experiment:319 | Processing sst2_validation_0170 (171/200)
2026-06-10 15:05:05,510 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0170: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,510 | INFO     | run_experiment:319 | Processing sst2_validation_0171 (172/200)
2026-06-10 15:05:05,510 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0171: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,510 | INFO     | run_experiment:319 | Processing sst2_validation_0172 (173/200)
2026-06-10 15:05:05,510 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0172: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,510 | INFO     | run_experiment:319 | Processing sst2_validation_0173 (174/200)
2026-06-10 15:05:05,510 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0173: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,510 | INFO     | run_experiment:319 | Processing sst2_validation_0174 (175/200)
2026-06-10 15:05:05,511 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0174: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,511 | INFO     | run_experiment:319 | Processing sst2_validation_0175 (176/200)
2026-06-10 15:05:05,511 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0175: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,511 | INFO     | run_experiment:319 | Processing sst2_validation_0176 (177/200)
2026-06-10 15:05:05,511 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0176: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,511 | INFO     | run_experiment:319 | Processing sst2_validation_0177 (178/200)
2026-06-10 15:05:05,511 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0177: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,511 | INFO     | run_experiment:319 | Processing sst2_validation_0178 (179/200)
2026-06-10 15:05:05,511 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0178: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,512 | INFO     | run_experiment:319 | Processing sst2_validation_0179 (180/200)
2026-06-10 15:05:05,512 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0179: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,512 | INFO     | run_experiment:319 | Processing sst2_validation_0180 (181/200)
2026-06-10 15:05:05,512 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0180: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,512 | INFO     | run_experiment:319 | Processing sst2_validation_0181 (182/200)
2026-06-10 15:05:05,512 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0181: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,512 | INFO     | run_experiment:319 | Processing sst2_validation_0182 (183/200)
2026-06-10 15:05:05,512 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0182: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,512 | INFO     | run_experiment:319 | Processing sst2_validation_0183 (184/200)
2026-06-10 15:05:05,513 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0183: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,513 | INFO     | run_experiment:319 | Processing sst2_validation_0184 (185/200)
2026-06-10 15:05:05,513 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0184: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,513 | INFO     | run_experiment:319 | Processing sst2_validation_0185 (186/200)
2026-06-10 15:05:05,513 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0185: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,513 | INFO     | run_experiment:319 | Processing sst2_validation_0186 (187/200)
2026-06-10 15:05:05,514 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0186: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,514 | INFO     | run_experiment:319 | Processing sst2_validation_0187 (188/200)
2026-06-10 15:05:05,514 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0187: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,514 | INFO     | run_experiment:319 | Processing sst2_validation_0188 (189/200)
2026-06-10 15:05:05,514 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0188: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,514 | INFO     | run_experiment:319 | Processing sst2_validation_0189 (190/200)
2026-06-10 15:05:05,515 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0189: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,515 | INFO     | run_experiment:319 | Processing sst2_validation_0190 (191/200)
2026-06-10 15:05:05,515 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0190: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,515 | INFO     | run_experiment:319 | Processing sst2_validation_0191 (192/200)
2026-06-10 15:05:05,516 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0191: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,516 | INFO     | run_experiment:319 | Processing sst2_validation_0192 (193/200)
2026-06-10 15:05:05,516 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0192: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,516 | INFO     | run_experiment:319 | Processing sst2_validation_0193 (194/200)
2026-06-10 15:05:05,516 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0193: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,516 | INFO     | run_experiment:319 | Processing sst2_validation_0194 (195/200)
2026-06-10 15:05:05,516 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0194: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,517 | INFO     | run_experiment:319 | Processing sst2_validation_0195 (196/200)
2026-06-10 15:05:05,517 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0195: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,517 | INFO     | run_experiment:319 | Processing sst2_validation_0196 (197/200)
2026-06-10 15:05:05,517 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0196: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,517 | INFO     | run_experiment:319 | Processing sst2_validation_0197 (198/200)
2026-06-10 15:05:05,517 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0197: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,518 | INFO     | run_experiment:319 | Processing sst2_validation_0198 (199/200)
2026-06-10 15:05:05,518 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0198: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,518 | INFO     | run_experiment:319 | Processing sst2_validation_0199 (200/200)
2026-06-10 15:05:05,518 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0199: [API000] GROQ_API_KEY is not set.
2026-06-10 15:05:05,520 | INFO     | run_experiment:276 | Processing dataset: mnli
2026-06-10 15:05:05,848 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/main/README.md HTTP/1.1" 307 0
2026-06-10 15:05:05,948 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /api/resolve-cache/datasets/nyu-mll/multi_nli/da70db2af9d09693783c3320c4249840212ee221/README.md HTTP/1.1" 200 0
2026-06-10 15:05:06,313 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/multi_nli.py HTTP/1.1" 404 0
2026-06-10 15:05:06,573 | DEBUG    | connectionpool:544 | https://s3.amazonaws.com:443 "HEAD /datasets.huggingface.co/datasets/datasets/nyu-mll/multi_nli/nyu-mll/multi_nli.py HTTP/1.1" 404 0
2026-06-10 15:05:06,924 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /api/datasets/nyu-mll/multi_nli/revision/da70db2af9d09693783c3320c4249840212ee221 HTTP/1.1" 200 None
2026-06-10 15:05:07,600 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/.huggingface.yaml HTTP/1.1" 404 0
2026-06-10 15:05:07,903 | DEBUG    | connectionpool:544 | https://datasets-server.huggingface.co:443 "GET /info?dataset=nyu-mll/multi_nli HTTP/1.1" 200 None
2026-06-10 15:05:08,228 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /api/datasets/nyu-mll/multi_nli/tree/da70db2af9d09693783c3320c4249840212ee221/data?recursive=True&expand=False HTTP/1.1" 200 976
2026-06-10 15:05:08,547 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /api/datasets/nyu-mll/multi_nli/tree/da70db2af9d09693783c3320c4249840212ee221?recursive=False&expand=False HTTP/1.1" 200 291
2026-06-10 15:05:08,872 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/dataset_infos.json HTTP/1.1" 404 0
2026-06-10 15:05:08,877 | DEBUG    | _api:331 | Attempting to acquire lock 1720220220176 on C:\Users\Heroa\.cache\huggingface\datasets\_Users_Heroa_.cache_huggingface_datasets_nyu-mll___multi_nli_default_0.0.0_da70db2af9d09693783c3320c4249840212ee221.lock
2026-06-10 15:05:08,878 | DEBUG    | _api:334 | Lock 1720220220176 acquired on C:\Users\Heroa\.cache\huggingface\datasets\_Users_Heroa_.cache_huggingface_datasets_nyu-mll___multi_nli_default_0.0.0_da70db2af9d09693783c3320c4249840212ee221.lock
2026-06-10 15:05:08,878 | DEBUG    | local:379 | open file: C:/Users/Heroa/.cache/huggingface/datasets/nyu-mll___multi_nli/default/0.0.0/da70db2af9d09693783c3320c4249840212ee221/dataset_info.json
2026-06-10 15:05:08,886 | DEBUG    | _api:364 | Attempting to release lock 1720220220176 on C:\Users\Heroa\.cache\huggingface\datasets\_Users_Heroa_.cache_huggingface_datasets_nyu-mll___multi_nli_default_0.0.0_da70db2af9d09693783c3320c4249840212ee221.lock
2026-06-10 15:05:08,887 | DEBUG    | _api:367 | Lock 1720220220176 released on C:\Users\Heroa\.cache\huggingface\datasets\_Users_Heroa_.cache_huggingface_datasets_nyu-mll___multi_nli_default_0.0.0_da70db2af9d09693783c3320c4249840212ee221.lock
2026-06-10 15:05:08,888 | DEBUG    | _api:331 | Attempting to acquire lock 1720221096560 on C:\Users\Heroa\.cache\huggingface\datasets\nyu-mll___multi_nli\default\0.0.0\da70db2af9d09693783c3320c4249840212ee221_builder.lock
2026-06-10 15:05:08,888 | DEBUG    | _api:334 | Lock 1720221096560 acquired on C:\Users\Heroa\.cache\huggingface\datasets\nyu-mll___multi_nli\default\0.0.0\da70db2af9d09693783c3320c4249840212ee221_builder.lock
