2026-06-10 15:00:28,294 | INFO     | run_experiment:254 | Starting experiment: llm-explanation-agreement-study v1.0
2026-06-10 15:00:44,856 | INFO     | run_experiment:319 | Processing sst2_validation_0129 (130/200)
2026-06-10 15:00:44,856 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0129: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,856 | INFO     | run_experiment:319 | Processing sst2_validation_0130 (131/200)
2026-06-10 15:00:44,856 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0130: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,856 | INFO     | run_experiment:319 | Processing sst2_validation_0131 (132/200)
2026-06-10 15:00:44,856 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0131: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,856 | INFO     | run_experiment:319 | Processing sst2_validation_0132 (133/200)
2026-06-10 15:00:44,856 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0132: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,857 | INFO     | run_experiment:319 | Processing sst2_validation_0133 (134/200)
2026-06-10 15:00:44,857 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0133: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,857 | INFO     | run_experiment:319 | Processing sst2_validation_0134 (135/200)
2026-06-10 15:00:44,857 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0134: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,857 | INFO     | run_experiment:319 | Processing sst2_validation_0135 (136/200)
2026-06-10 15:00:44,857 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0135: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,857 | INFO     | run_experiment:319 | Processing sst2_validation_0136 (137/200)
2026-06-10 15:00:44,857 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0136: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,857 | INFO     | run_experiment:319 | Processing sst2_validation_0137 (138/200)
2026-06-10 15:00:44,858 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0137: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,858 | INFO     | run_experiment:319 | Processing sst2_validation_0138 (139/200)
2026-06-10 15:00:44,858 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0138: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,858 | INFO     | run_experiment:319 | Processing sst2_validation_0139 (140/200)
2026-06-10 15:00:44,858 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0139: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,858 | INFO     | run_experiment:319 | Processing sst2_validation_0140 (141/200)
2026-06-10 15:00:44,858 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0140: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,858 | INFO     | run_experiment:319 | Processing sst2_validation_0141 (142/200)
2026-06-10 15:00:44,858 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0141: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,858 | INFO     | run_experiment:319 | Processing sst2_validation_0142 (143/200)
2026-06-10 15:00:44,859 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0142: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,859 | INFO     | run_experiment:319 | Processing sst2_validation_0143 (144/200)
2026-06-10 15:00:44,859 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0143: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,859 | INFO     | run_experiment:319 | Processing sst2_validation_0144 (145/200)
2026-06-10 15:00:44,859 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0144: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,859 | INFO     | run_experiment:319 | Processing sst2_validation_0145 (146/200)
2026-06-10 15:00:44,859 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0145: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,859 | INFO     | run_experiment:319 | Processing sst2_validation_0146 (147/200)
2026-06-10 15:00:44,859 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0146: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,859 | INFO     | run_experiment:319 | Processing sst2_validation_0147 (148/200)
2026-06-10 15:00:44,860 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0147: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,860 | INFO     | run_experiment:319 | Processing sst2_validation_0148 (149/200)
2026-06-10 15:00:44,860 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0148: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,860 | INFO     | run_experiment:319 | Processing sst2_validation_0149 (150/200)
2026-06-10 15:00:44,860 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0149: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,860 | INFO     | run_experiment:319 | Processing sst2_validation_0150 (151/200)
2026-06-10 15:00:44,860 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0150: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,860 | INFO     | run_experiment:319 | Processing sst2_validation_0151 (152/200)
2026-06-10 15:00:44,861 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0151: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,861 | INFO     | run_experiment:319 | Processing sst2_validation_0152 (153/200)
2026-06-10 15:00:44,861 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0152: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,861 | INFO     | run_experiment:319 | Processing sst2_validation_0153 (154/200)
2026-06-10 15:00:44,862 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0153: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,862 | INFO     | run_experiment:319 | Processing sst2_validation_0154 (155/200)
2026-06-10 15:00:44,862 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0154: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,862 | INFO     | run_experiment:319 | Processing sst2_validation_0155 (156/200)
2026-06-10 15:00:44,863 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0155: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,863 | INFO     | run_experiment:319 | Processing sst2_validation_0156 (157/200)
2026-06-10 15:00:44,863 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0156: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,863 | INFO     | run_experiment:319 | Processing sst2_validation_0157 (158/200)
2026-06-10 15:00:44,863 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0157: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,863 | INFO     | run_experiment:319 | Processing sst2_validation_0158 (159/200)
2026-06-10 15:00:44,863 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0158: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,864 | INFO     | run_experiment:319 | Processing sst2_validation_0159 (160/200)
2026-06-10 15:00:44,864 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0159: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,864 | INFO     | run_experiment:319 | Processing sst2_validation_0160 (161/200)
2026-06-10 15:00:44,864 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0160: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,864 | INFO     | run_experiment:319 | Processing sst2_validation_0161 (162/200)
2026-06-10 15:00:44,864 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0161: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,864 | INFO     | run_experiment:319 | Processing sst2_validation_0162 (163/200)
2026-06-10 15:00:44,864 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0162: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,864 | INFO     | run_experiment:319 | Processing sst2_validation_0163 (164/200)
2026-06-10 15:00:44,865 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0163: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,865 | INFO     | run_experiment:319 | Processing sst2_validation_0164 (165/200)
2026-06-10 15:00:44,865 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0164: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,865 | INFO     | run_experiment:319 | Processing sst2_validation_0165 (166/200)
2026-06-10 15:00:44,865 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0165: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,865 | INFO     | run_experiment:319 | Processing sst2_validation_0166 (167/200)
2026-06-10 15:00:44,866 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0166: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,866 | INFO     | run_experiment:319 | Processing sst2_validation_0167 (168/200)
2026-06-10 15:00:44,866 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0167: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,866 | INFO     | run_experiment:319 | Processing sst2_validation_0168 (169/200)
2026-06-10 15:00:44,866 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0168: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,866 | INFO     | run_experiment:319 | Processing sst2_validation_0169 (170/200)
2026-06-10 15:00:44,866 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0169: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,866 | INFO     | run_experiment:319 | Processing sst2_validation_0170 (171/200)
2026-06-10 15:00:44,866 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0170: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,867 | INFO     | run_experiment:319 | Processing sst2_validation_0171 (172/200)
2026-06-10 15:00:44,867 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0171: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,867 | INFO     | run_experiment:319 | Processing sst2_validation_0172 (173/200)
2026-06-10 15:00:44,867 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0172: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,867 | INFO     | run_experiment:319 | Processing sst2_validation_0173 (174/200)
2026-06-10 15:00:44,867 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0173: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,867 | INFO     | run_experiment:319 | Processing sst2_validation_0174 (175/200)
2026-06-10 15:00:44,867 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0174: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,868 | INFO     | run_experiment:319 | Processing sst2_validation_0175 (176/200)
2026-06-10 15:00:44,868 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0175: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,868 | INFO     | run_experiment:319 | Processing sst2_validation_0176 (177/200)
2026-06-10 15:00:44,868 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0176: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,868 | INFO     | run_experiment:319 | Processing sst2_validation_0177 (178/200)
2026-06-10 15:00:44,868 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0177: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,868 | INFO     | run_experiment:319 | Processing sst2_validation_0178 (179/200)
2026-06-10 15:00:44,869 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0178: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,869 | INFO     | run_experiment:319 | Processing sst2_validation_0179 (180/200)
2026-06-10 15:00:44,869 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0179: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,869 | INFO     | run_experiment:319 | Processing sst2_validation_0180 (181/200)
2026-06-10 15:00:44,869 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0180: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,869 | INFO     | run_experiment:319 | Processing sst2_validation_0181 (182/200)
2026-06-10 15:00:44,869 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0181: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,870 | INFO     | run_experiment:319 | Processing sst2_validation_0182 (183/200)
2026-06-10 15:00:44,870 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0182: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,870 | INFO     | run_experiment:319 | Processing sst2_validation_0183 (184/200)
2026-06-10 15:00:44,870 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0183: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,871 | INFO     | run_experiment:319 | Processing sst2_validation_0184 (185/200)
2026-06-10 15:00:44,871 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0184: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,871 | INFO     | run_experiment:319 | Processing sst2_validation_0185 (186/200)
2026-06-10 15:00:44,871 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0185: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,871 | INFO     | run_experiment:319 | Processing sst2_validation_0186 (187/200)
2026-06-10 15:00:44,871 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0186: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,871 | INFO     | run_experiment:319 | Processing sst2_validation_0187 (188/200)
2026-06-10 15:00:44,871 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0187: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,871 | INFO     | run_experiment:319 | Processing sst2_validation_0188 (189/200)
2026-06-10 15:00:44,872 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0188: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,872 | INFO     | run_experiment:319 | Processing sst2_validation_0189 (190/200)
2026-06-10 15:00:44,872 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0189: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,872 | INFO     | run_experiment:319 | Processing sst2_validation_0190 (191/200)
2026-06-10 15:00:44,872 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0190: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,872 | INFO     | run_experiment:319 | Processing sst2_validation_0191 (192/200)
2026-06-10 15:00:44,872 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0191: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,872 | INFO     | run_experiment:319 | Processing sst2_validation_0192 (193/200)
2026-06-10 15:00:44,872 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0192: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,873 | INFO     | run_experiment:319 | Processing sst2_validation_0193 (194/200)
2026-06-10 15:00:44,873 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0193: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,873 | INFO     | run_experiment:319 | Processing sst2_validation_0194 (195/200)
2026-06-10 15:00:44,873 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0194: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,873 | INFO     | run_experiment:319 | Processing sst2_validation_0195 (196/200)
2026-06-10 15:00:44,873 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0195: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,873 | INFO     | run_experiment:319 | Processing sst2_validation_0196 (197/200)
2026-06-10 15:00:44,873 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0196: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,873 | INFO     | run_experiment:319 | Processing sst2_validation_0197 (198/200)
2026-06-10 15:00:44,873 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0197: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,873 | INFO     | run_experiment:319 | Processing sst2_validation_0198 (199/200)
2026-06-10 15:00:44,874 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0198: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,874 | INFO     | run_experiment:319 | Processing sst2_validation_0199 (200/200)
2026-06-10 15:00:44,874 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0199: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,876 | INFO     | run_experiment:276 | Processing dataset: mnli
2026-06-10 15:00:45,195 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/main/README.md HTTP/1.1" 307 0
2026-06-10 15:00:45,292 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /api/resolve-cache/datasets/nyu-mll/multi_nli/da70db2af9d09693783c3320c4249840212ee221/README.md HTTP/1.1" 200 0
2026-06-10 15:00:45,297 | DEBUG    | _api:331 | Attempting to acquire lock 2401408508000 on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\e300c98b2a3819c7b222dc103724c3368104d2d8.lock
2026-06-10 15:00:45,298 | DEBUG    | _api:334 | Lock 2401408508000 acquired on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\e300c98b2a3819c7b222dc103724c3368104d2d8.lock
2026-06-10 15:00:45,401 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /api/resolve-cache/datasets/nyu-mll/multi_nli/da70db2af9d09693783c3320c4249840212ee221/README.md HTTP/1.1" 200 None
2026-06-10 15:00:45,408 | DEBUG    | _api:364 | Attempting to release lock 2401408508000 on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\e300c98b2a3819c7b222dc103724c3368104d2d8.lock
2026-06-10 15:00:45,408 | DEBUG    | _api:367 | Lock 2401408508000 released on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\e300c98b2a3819c7b222dc103724c3368104d2d8.lock
2026-06-10 15:00:45,729 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/multi_nli.py HTTP/1.1" 404 0
2026-06-10 15:00:45,732 | DEBUG    | connectionpool:289 | Resetting dropped connection: s3.amazonaws.com
2026-06-10 15:00:46,925 | DEBUG    | connectionpool:544 | https://s3.amazonaws.com:443 "HEAD /datasets.huggingface.co/datasets/datasets/nyu-mll/multi_nli/nyu-mll/multi_nli.py HTTP/1.1" 404 0
2026-06-10 15:00:47,265 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /api/datasets/nyu-mll/multi_nli/revision/da70db2af9d09693783c3320c4249840212ee221 HTTP/1.1" 200 None
2026-06-10 15:00:47,590 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/.huggingface.yaml HTTP/1.1" 404 0
2026-06-10 15:00:47,982 | DEBUG    | connectionpool:544 | https://datasets-server.huggingface.co:443 "GET /info?dataset=nyu-mll/multi_nli HTTP/1.1" 200 None
2026-06-10 15:00:48,307 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /api/datasets/nyu-mll/multi_nli/tree/da70db2af9d09693783c3320c4249840212ee221/data?recursive=True&expand=False HTTP/1.1" 200 976
2026-06-10 15:00:48,637 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /api/datasets/nyu-mll/multi_nli/tree/da70db2af9d09693783c3320c4249840212ee221?recursive=False&expand=False HTTP/1.1" 200 291
2026-06-10 15:00:48,967 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/dataset_infos.json HTTP/1.1" 404 0
2026-06-10 15:00:48,975 | DEBUG    | _api:331 | Attempting to acquire lock 2401408508000 on C:\Users\Heroa\.cache\huggingface\datasets\_Users_Heroa_.cache_huggingface_datasets_nyu-mll___multi_nli_default_0.0.0_da70db2af9d09693783c3320c4249840212ee221.lock
2026-06-10 15:00:48,975 | DEBUG    | _api:334 | Lock 2401408508000 acquired on C:\Users\Heroa\.cache\huggingface\datasets\_Users_Heroa_.cache_huggingface_datasets_nyu-mll___multi_nli_default_0.0.0_da70db2af9d09693783c3320c4249840212ee221.lock
2026-06-10 15:00:48,975 | DEBUG    | _api:364 | Attempting to release lock 2401408508000 on C:\Users\Heroa\.cache\huggingface\datasets\_Users_Heroa_.cache_huggingface_datasets_nyu-mll___multi_nli_default_0.0.0_da70db2af9d09693783c3320c4249840212ee221.lock
2026-06-10 15:00:48,976 | DEBUG    | _api:367 | Lock 2401408508000 released on C:\Users\Heroa\.cache\huggingface\datasets\_Users_Heroa_.cache_huggingface_datasets_nyu-mll___multi_nli_default_0.0.0_da70db2af9d09693783c3320c4249840212ee221.lock
2026-06-10 15:00:48,978 | DEBUG    | _api:331 | Attempting to acquire lock 2401408508000 on C:\Users\Heroa\.cache\huggingface\datasets\nyu-mll___multi_nli\default\0.0.0\da70db2af9d09693783c3320c4249840212ee221_builder.lock
2026-06-10 15:00:48,979 | DEBUG    | _api:334 | Lock 2401408508000 acquired on C:\Users\Heroa\.cache\huggingface\datasets\nyu-mll___multi_nli\default\0.0.0\da70db2af9d09693783c3320c4249840212ee221_builder.lock
2026-06-10 15:00:49,316 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/data/train-00000-of-00001.parquet HTTP/1.1" 302 0
2026-06-10 15:00:49,318 | DEBUG    | _api:331 | Attempting to acquire lock 2401409373616 on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\1c1de03640b168e410aabfca19e7cc2f3dfcd7f0e126e935674e56fb102c4529.lock
2026-06-10 15:00:49,319 | DEBUG    | _api:334 | Lock 2401409373616 acquired on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\1c1de03640b168e410aabfca19e7cc2f3dfcd7f0e126e935674e56fb102c4529.lock
2026-06-10 15:00:49,320 | WARNING  | file_download:1729 | Xet Storage is enabled for this repo, but the 'hf_xet' package is not installed. Falling back to regular HTTP download. For better performance, install the package with: `pip install huggingface_hub[hf_xet]` or `pip install hf_xet`
2026-06-10 15:00:49,650 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/data/train-00000-of-00001.parquet HTTP/1.1" 302 1038
2026-06-10 15:00:49,873 | DEBUG    | connectionpool:544 | https://cas-bridge.xethub.hf.co:443 "GET /xet-bridge-us/621ffdd236468d709f181ed7/58630e08eefd8945b356f42fd7d9d9b333e4fd4d80fb040cbb6f54b7a5ca2d55?Expires=1781087453&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jYXMtYnJpZGdlLnhldGh1Yi5oZi5jby94ZXQtYnJpZGdlLXVzLzYyMWZmZGQyMzY0NjhkNzA5ZjE4MWVkNy81ODYzMGUwOGVlZmQ4OTQ1YjM1NmY0MmZkN2Q5ZDliMzMzZTRmZDRkODBmYjA0MGNiYjZmNTRiN2E1Y2EyZDU1KiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc4MTA4NzQ1M319fV19&Signature=MEQCIDzoJJVgnvFWms~GqVmf~~ZhJ1wJaiZzLWPAPxIj9LuaAiAA5DBn91pibFziA-KTaTXDSf7EDVjem-1RW6bUFG1Mxg__&Key-Pair-Id=K1LYXO563TGWFU&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27train-00000-of-00001.parquet%3B+filename%3D%22train-00000-of-00001.parquet%22%3B&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=cas%2F20260610%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260610T093053Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=6188939540b161daf7320b913d49b282562be4e2d26b736ab6c2d84f31039037 HTTP/1.1" 200 213961663
2026-06-10 15:00:58,376 | DEBUG    | _api:364 | Attempting to release lock 2401409373616 on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\1c1de03640b168e410aabfca19e7cc2f3dfcd7f0e126e935674e56fb102c4529.lock
2026-06-10 15:00:58,377 | DEBUG    | _api:367 | Lock 2401409373616 released on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\1c1de03640b168e410aabfca19e7cc2f3dfcd7f0e126e935674e56fb102c4529.lock
2026-06-10 15:00:58,721 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/data/validation_matched-00000-of-00001.parquet HTTP/1.1" 302 0
2026-06-10 15:00:58,722 | DEBUG    | _api:331 | Attempting to acquire lock 2401408556288 on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\350c26950b55f460b50d36c76aef87d64b49c78812d7abf7bf97e5fede10f186.lock
2026-06-10 15:00:58,723 | DEBUG    | _api:334 | Lock 2401408556288 acquired on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\350c26950b55f460b50d36c76aef87d64b49c78812d7abf7bf97e5fede10f186.lock
2026-06-10 15:00:58,725 | WARNING  | file_download:1729 | Xet Storage is enabled for this repo, but the 'hf_xet' package is not installed. Falling back to regular HTTP download. For better performance, install the package with: `pip install huggingface_hub[hf_xet]` or `pip install hf_xet`
2026-06-10 15:00:59,050 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /datasets/nyu-mll/multi_nli/resolve/da70db2af9d09693783c3320c4249840212ee221/data/validation_matched-00000-of-00001.parquet HTTP/1.1" 302 1058
2026-06-10 15:00:59,307 | DEBUG    | connectionpool:544 | https://cas-bridge.xethub.hf.co:443 "GET /xet-bridge-us/621ffdd236468d709f181ed7/aac63861ca04fb7b621d6470ee55d0bdef901ff7a123b9023716adfb61d55b8a?Expires=1781087462&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jYXMtYnJpZGdlLnhldGh1Yi5oZi5jby94ZXQtYnJpZGdlLXVzLzYyMWZmZGQyMzY0NjhkNzA5ZjE4MWVkNy9hYWM2Mzg2MWNhMDRmYjdiNjIxZDY0NzBlZTU1ZDBiZGVmOTAxZmY3YTEyM2I5MDIzNzE2YWRmYjYxZDU1YjhhKiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc4MTA4NzQ2Mn19fV19&Signature=MEYCIQD7OxG1DLW6hdKY4cCf43WU6hTnG3XiYSEI8dhWiGLBSgIhALVzqVXiyrLwYuvqya9on-SdjFuNgnVSwlp66QhpfGkt&Key-Pair-Id=K1LYXO563TGWFU&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27validation_matched-00000-of-00001.parquet%3B+filename%3D%22validation_matched-00000-of-00001.parquet%22%3B&X-Xet-Cas-Uid=public&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=cas%2F20260610%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260610T093102Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=82678c2d4ed89ab130b443cfb1c80b4761c6fdb87054677159179ce4dc94be1c HTTP/1.1" 200 4938568
2026-06-10 15:00:59,478 | DEBUG    | _api:364 | Attempting to release lock 2401408556288 on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--nyu-mll--multi_nli\350c26950b55f460b50d36c76aef87d64b49c78812d7abf7bf97e5fede10f186.lock
